,logC_diff,logE-logC,logD-logC
0,,-0.793374059698027,-3.0391689458555646
1,0.011511097326453168,-0.7353016203139786,-3.113448733530446
2,-0.0016298310372597768,-0.7486793889073518,-3.0641606516587503
3,0.014082832818282931,-0.7454729995616853,-3.035465536339049
4,0.0077163702309386295,-0.8308115867701575,-3.049099827137862
5,0.006054093189980847,-0.8719247289191712,-3.0499017719515376
6,-0.003989896831669171,-0.853518720262306,-3.052179585977327
7,0.008686148877474764,-0.9149740759894085,-3.0194635565384162
8,0.012885669030771929,-0.8401619235217552,-2.9195431351964443
9,0.016541964855830926,-0.7978002324457814,-2.931353000764555
10,0.010255403124677542,-0.7518576331153701,-2.8799541075366486
11,-0.004625707125758716,-0.718356016230878,-2.8490515268606
12,0.019910834194117655,-0.7549245402561882,-3.030905887732257
13,-0.0002485820381821213,-0.7401593625569998,-3.0047278364625685
14,0.01779427277932122,-0.744588743907661,-3.0295366954156
15,0.004195264775066043,-0.7440919821751937,-3.037658630417299
16,0.005084680186353552,-0.8020509829599005,-3.106351132113649
17,0.020239785083781214,-0.8306012025268377,-3.061582778017546
18,0.013749633557953445,-0.8311221881031692,-3.0957880462349214
19,0.011538357018854306,-0.8223411284133357,-3.095777731692964
20,0.0031715955947246854,-0.8214444815608699,-3.1460806674315105
21,0.010340440156526576,-0.8479714878966789,-3.0716756508674656
22,0.0001031661963191155,-0.8805065313838574,-3.0912032703087684
23,-0.004246069636719696,-0.9703579531444309,-3.1106622402279687
24,0.006488127782634301,-0.9377754453533198,-3.065219582628271
25,0.006079331535604027,-0.9383240529583361,-3.1352983487264865
26,0.014701158174561968,-0.9252637519431559,-3.1023275229614935
27,0.01248276416709615,-0.8974222475697724,-3.0953947680971794
28,0.009710093747061777,-0.8340835211910456,-3.053918555983582
29,0.008660120223447976,-0.8263474802436557,-3.0546430195079584
30,0.006777985708728451,-0.8336426641379946,-3.007719507918119
31,0.018644657530740183,-0.842678914530909,-3.017838627661064
32,0.007912057358727687,-0.8758221566896163,-3.0096090306549517
33,0.0017824347364392423,-0.8808982979383577,-3.0188802282145266
34,0.00380836189868905,-0.8872417265188473,-3.034333557250803
35,0.009144807153407264,-0.8891208265222277,-3.013861725118507
36,0.001921049132599606,-0.8866467333057377,-3.0260234793324408
37,0.003591995914757007,-0.9039702474861144,-3.0215163907097056
38,0.005867847527134984,-0.9229960297798163,-3.0327811871932804
39,0.0016874975742684484,-0.984853403311452,-3.0602600852442228
40,-0.00981318424143307,-1.025873945216766,-3.0766003383744494
41,0.010369997953059595,-1.0283613575719208,-3.0805859057634857
42,0.014351264746014891,-1.0020719883326015,-3.0990746250555805
43,0.007419240992180498,-0.9547457482059531,-3.133046047006899
44,0.009771230078346349,-0.9345144708306066,-3.0908618827547194
45,0.010584409497692349,-0.9037813708106892,-3.0759477716701777
46,0.0073971490761826075,-0.9644433442209079,-3.0679581874357336
47,0.008014726816019113,-0.9755824010034635,-3.0680098944529934
48,0.0009245053656981028,-0.9530935801032525,-3.0599053695960796
49,0.00787690821741105,-0.9965813125796457,-3.0714456678528634
50,-0.005406404253948338,-1.00559174924586,-3.0513380642584833
51,0.0027690001015114873,-1.0376014134036264,-3.064182109458768
52,0.00524390108768813,-1.0479178735387382,-3.0703614478538084
53,0.01300021908457527,-1.0169342576538432,-3.07769058269223
54,4.723820856877836e-05,-0.9914065992921008,-3.0622337677461537
55,0.01552138270532133,-0.9572296585085729,-3.0414634039433404
56,0.007780186303362413,-0.957336619903451,-3.0486206971335896
57,0.007914842470072792,-0.9746399258156844,-3.033561533903832
58,0.004240317117863768,-0.9719740401819941,-3.031958744575764
59,0.004125931843374175,-0.9557621815673318,-3.0329568605816
60,0.00045070336377595055,-0.9598103831455616,-3.0161443498152476
61,0.004569188268964908,-0.9460036291926661,-3.0039632820566027
62,0.009672606925213323,-0.9499629114029506,-3.0080852465304178
63,0.004905479212553132,-0.9398995765837226,-2.993043698372116
64,0.011754519467658042,-0.9283656834759855,-2.9739570328236997
65,0.01270553611168701,-0.9390998851599726,-2.9610075426372013
66,0.011401680790543711,-0.9473220342144333,-2.9593968139940467
67,0.005164554249822206,-0.9541219769700717,-2.9464655028142532
68,0.006814480878758911,-0.9041660686628421,-2.944022399281224
69,0.008305565733854436,-0.9000215371855922,-2.928508466162669
70,0.010363019745411428,-0.905403236644521,-2.9154258180218773
71,0.020963026023712583,-0.8950133334268706,-2.914437838687981
72,0.005119706431736759,-0.8703536366871294,-2.9287457707777795
73,0.007604906676560219,-0.9074498098492523,-2.9662740602367323
74,0.005635566653421353,-0.9334270141171426,-2.9990387046514697
75,0.0037975201823750027,-0.9341785668189018,-3.0381127410864432
76,0.007864008268329226,-0.959014738862777,-3.0002794583500814
77,0.006388840247915972,-0.9819176461845505,-2.9850667423565715
78,0.0031468400988967637,-0.9796067589719457,-2.9833324064340494
79,0.0030291634315799953,-0.9758709376923034,-3.0375338107815106
80,0.0133248176522196,-0.9865548797523922,-3.0030492718620425
81,0.011636699248739113,-0.9798304657417085,-2.994790532976707
82,0.009664357244605792,-0.9911223803349394,-2.9939366035581996
83,0.0029567591262193993,-0.9977372849443982,-3.0022821105678292
84,0.006045132558775812,-1.020645717029963,-3.03203732187495
85,0.004823879629373806,-1.0518775079317204,-3.047077382218459
86,0.002215172806556698,-1.0829061623214002,-3.0608166321794315
87,0.00617853101659982,-1.1382786363103001,-3.0695643656121634
88,0.005052701038107177,-1.2090894816419016,-3.0964508914028843
89,-0.0008208695284341871,-1.2036700950758568,-3.121998052646831
90,0.005414892256395021,-1.2132169435107083,-3.142607612977384
91,0.0023860734927372285,-1.2606487536869544,-3.1635324432895864
92,0.0022230881776708067,-1.1893382579153209,-3.1441288750569556
93,0.0022636081600402314,-1.1825887619625854,-3.1667301414189506
94,0.0009479996758630094,-1.1746768707572013,-3.1748501981544806
95,0.007532795325507546,-1.1543356114205126,-3.2043336393684263
96,0.0011666734618871466,-1.147545729576808,-3.1807700278135265
97,0.012390637099741308,-1.1450656857497106,-3.192187124249316
98,0.00832580519728765,-1.1249356741841372,-3.189827518039596
99,0.012973732030019836,-1.074103403254206,-3.1960977923312415
100,0.0034677103029805423,-1.0707299703529607,-3.1959158145016104
101,-0.004385106594955168,-1.0789257890129278,-3.1872328851069422
102,-0.00038109365271576934,-1.0818601093694324,-3.176785578471164
103,-0.0058414386476433044,-1.0613637896281314,-3.1645898292275283
104,-0.015998458659910675,-1.1349363778835122,-3.1585356379315495
105,-0.002794316910805339,-1.201612125377853,-3.1669433324309075
106,-0.0015721755642466029,-1.2398698138144941,-3.188111620849234
107,-0.00465123121594635,-1.2735325254325591,-3.2145577181225944
108,0.0039479551875096774,-1.3089775083171968,-3.2558773009212
109,0.012509625932134227,-1.2823947661017385,-3.2906178445867544
110,-0.00014808291222534464,-1.202567010746041,-3.312044806892074
111,0.005814009515019869,-1.177842670608531,-3.3208829921513785
112,0.012094633788746645,-1.144106601304908,-3.266029888923363
113,0.0070908507458264936,-1.1610154965234933,-3.231406008647145
114,0.006807863836657102,-1.1685445005182165,-3.210819386529075
115,0.008874447304292321,-1.186330161423558,-3.191235021386471
116,0.004416298220188075,-1.1743789844275865,-3.1984969384910213
117,-0.0018413786098316898,-1.1277156265952812,-3.1905955925511846
118,0.005460098884400022,-1.1049457808568564,-3.177033214927075
119,0.009165645411095102,-1.1085359318603163,-3.1792822333117186
120,0.008760246956407869,-1.1434652359190705,-3.176943624119479
121,0.007815259934844221,-1.0802083869868393,-3.1862803466187493
122,0.003121250646001883,-1.0840312283928175,-3.1654916945464664
123,0.0033225970872625687,-1.07599648377714,-3.1566780205812934
124,0.001963997643910975,-1.102096208113498,-3.151775667514769
125,-0.001667291987613062,-1.1303320044157021,-3.1565438018466456
126,-4.684419430134312e-08,-1.1648467942090721,-3.1708066375328294
127,0.0017859648697764463,-1.2180973329295668,-3.1752415193196395
128,-0.005546139638493042,-1.2890197747313423,-3.1709994620786195
129,-0.012270932938180046,-1.4022298772674575,-3.146592552755966
130,0.004199234905670313,-1.3774928546512966,-3.170841214363537
131,0.009747865056179084,-1.3345750122410451,-3.193811856204985
132,-0.005571182596272539,-1.3323940751112238,-3.1743233004849483
133,0.004643136970436945,-1.3908978427796659,-3.139994634827207
134,-0.0002889508810701713,-1.3549633691638179,-3.114236511714831
135,0.0015227359606062585,-1.4231054567145183,-3.10853807533059
136,0.003371077185523319,-1.5190664215970653,-3.1266327016154314
137,0.0026055902936228392,-1.484826885280687,-3.1546043886573676
138,0.00474342366954561,-1.5115775003650644,-3.1703973692537954
139,0.013250210249554861,-1.5303606848345797,-3.1657967030984744
140,0.009866371073334879,-1.4989488466482843,-3.164908888034895
141,0.009909043339418666,-1.4552580755377083,-3.1748057179775744
142,0.013174282880406452,-1.446299596109463,-3.176847123767038
143,0.00915713364586157,-1.4047769949995956,-3.1706238738441614
144,-6.16366308539007e-05,-1.3181324526389822,-3.161232336056693
145,0.010743770829698907,-1.3203981936512683,-3.1585984836552248
146,0.007467506673592528,-1.3445793737716936,-3.173501463465325
147,0.007417084181052136,-1.3542060465683905,-3.1719205037948415
148,0.013197987974417735,-1.3489068290482704,-3.170096158780244
149,0.00679000963684695,-1.3642740222810468,-3.1713261008528284
150,0.010212959140541766,-1.3526388421678028,-3.178914360823854
151,0.0052434160422873966,-1.3945096810276625,-3.1831326600463288
152,0.0032003102924327287,-1.4226787566916013,-3.160907967553478
153,0.006251178673168933,-1.441553320421654,-3.1359607350096463
154,0.003890556291510361,-1.4495524292065491,-3.1365698498501855
155,0.007513189870050674,-1.4675853426195955,-3.1515126598170875
156,0.007332664312948989,-1.450619779559347,-3.1611955632422197
157,0.006212715400303104,-1.3991530561003978,-3.1710825471062143
158,0.0040118073757597905,-1.3688701725131702,-3.1561832610443554
159,0.005181176620681516,-1.368460989376882,-3.138613849235526
160,0.010558040132024882,-1.3534870164164516,-3.123187134580377
161,0.006406285179346494,-1.34940985822236,-3.105711881075798
162,0.010237924966515877,-1.351058752434891,-3.082012620749102
163,0.006960786745831005,-1.3470527763686793,-3.0577938756431644
164,0.0032892817912277827,-1.3588746919492736,-3.0114830613894523
165,0.0003130817748355774,-1.3991858840382942,-2.9795329947073927
166,0.0058474110525104095,-1.415255365404489,-2.959723700773128
167,0.0079913206061617,-1.4513010796428443,-2.9411964084730524
168,-0.005325366610653859,-1.4452834441036408,-2.942280632359928
169,0.007388064841984843,-1.431468654073277,-2.962984675505264
170,0.003395407995106847,-1.4756754171132207,-2.983337367963308
171,-0.00813012169974714,-1.4781973022634123,-3.01661608742471
172,-0.0016701739908930868,-1.4443575230457708,-2.9678635609849917
173,0.007147372007722197,-1.4549106775022431,-2.9546213037849927
174,0.0016507052950931467,-1.4673694453584072,-2.9490585354243746
175,-0.00047964435927960736,-1.4642574370838837,-2.9565399489260704
176,0.014025900578538586,-1.4365616304323363,-2.970857645633908
177,0.004700451676509676,-1.429774000669207,-2.9688231256426816
178,0.006605395480719256,-1.4480300230850909,-2.9702494635700574
179,0.008036493840583248,-1.4311810520485415,-2.974847787125929
180,0.0007799605641505281,-1.4432557718687167,-2.9701720572305574
181,0.003932018283967942,-1.4137163001230388,-2.960196866468801
182,0.008853612578287873,-1.4203757779849044,-2.943764483372236
183,0.0038078062253181777,-1.3646400451000158,-2.9164264150424843
184,0.007412961531490403,-1.3604435139941886,-2.8863055396006887
185,0.005190884855859501,-1.3475860472875878,-2.863728587284676
186,0.004384106773476226,-1.327868365444325,-2.8517996292196033
187,0.004490755393516732,-1.3103253156413222,-2.845904324244892
188,0.004751874378531529,-1.3180374012058103,-2.8434399367764502
189,0.0065703250128708035,-1.3079660167051426,-2.836888326401289
190,0.003790663318334442,-1.2802132768701644,-2.8158470515130065
191,0.002810448735226956,-1.2678529751746859,-2.7848346256116057
192,0.0067413345602092,-1.238593455214282,-2.7525142149620283
193,0.004994766209081902,-1.2269229162349236,-2.726426237036301
194,0.0031913269033720937,-1.2341883185684566,-2.7015946192227265
195,0.0031865768171797093,-1.2265499661122683,-2.6858215616969123
196,0.0034887026784455877,-1.2065497159307226,-2.6735062328694204
197,0.003608988483313702,-1.2009823276993137,-2.659221142201363
198,0.010367325458047638,-1.18481531263292,-2.653394022951124
199,0.0071098448530881875,-1.2037833668194495,-2.646507062711293
200,0.008151631468242382,-1.248428215160379,-2.6402029180310507
201,0.010142811423891285,-1.2580700167341985,-2.6486012769147256
202,0.007825322769829057,-1.2571875388610887,-2.6680307378670896
203,0.004651427822744747,-1.2689021945113348,-2.695699578149961
204,0.007043570834328605,-1.2397855435611493,-2.7338588645467086
205,0.006766972803647686,-1.2554572194411109,-2.7583463399449184
206,0.006305079370865219,-1.2760171361431647,-2.7605689763789583
207,0.012035176908352874,-1.2863106949181295,-2.748704857878823
208,-0.0048513925921618295,-1.3143091506587643,-2.7215377324001544
209,0.010985824774559116,-1.3209552097661255,-2.711489863581621
210,0.0055043256480642455,-1.3424989978578785,-2.7194724719867893
211,0.00581687418918575,-1.3588408502825713,-2.746231346726466
212,-0.00042488574301602355,-1.3584352305775123,-2.7878169567549977
213,-0.00012608081193121734,-1.3374792853865087,-2.8130211553658193
214,-0.0009575404855488578,-1.3497755149510002,-2.820672778284389
215,0.00140003712520409,-1.3491848231444679,-2.811505474343304
216,0.0026861663778827705,-1.292190963665559,-2.7830959497131365
217,0.0025017764637462747,-1.2866198141296201,-2.7669877280408453
218,0.0006089081439726307,-1.2740708287563738,-2.76535519655247
219,0.004897955618198502,-1.2378706319961728,-2.7606882637524297
220,-0.001849301430204342,-1.2617606595931816,-2.776757125683809
221,0.0028214751914772407,-1.241932280657438,-2.7813397484311
222,0.007003857786092027,-1.2276909086670544,-2.7445877935806102
223,0.002109552432689732,-1.204567140611097,-2.671342555711944
224,0.007314140624652854,-1.157648634156541,-2.607132944860387
225,0.003999926267122422,-1.151731890584128,-2.5697277005362986
226,0.005620410777307683,-1.141079249684143,-2.574972820681121
227,0.0064708068427474785,-1.1618535713757163,-2.428163343386294
228,0.0031023235023863727,-1.1283082917417349,-2.5936705853000492
229,0.00618316264332508,-1.1354269254931761,-2.5837355903312904
230,0.0051301491084077,-1.1367454337996277,-2.5961095425653706
231,0.004392292009663734,-1.1110001673080898,-2.5451901783293565
232,0.004558654783579641,-1.086514154934756,-2.4507070262420365
233,0.002848177677282404,-1.0960105403132911,-2.4222362662810997
234,0.0017289155710655812,-1.0941316717115228,-2.4132114799096627
235,0.005409898403538449,-1.1246213172446664,-2.3832615492304656
236,0.0004118807550250736,-1.1905710230822146,-2.3751624658161274
237,-0.0019504568519699284,-1.183997888250158,-2.3348789596968396
238,0.0015831498096199326,-1.226652727547306,-2.3338911226876715
239,-0.0007510993472470417,-1.259529492346736,-2.3430258724171655
240,0.002063199644699587,-1.316833911889622,-2.3187396132349876
241,0.00024514661412489147,-1.3405057524047632,-2.3785813609213196
242,-0.0071682775128110165,-1.3493672230220963,-2.422887241837231
243,-0.004962802165318081,-1.500042193525339,-2.4907611362509408
244,-0.0036281204404207124,-1.3947859091720707,-2.5767282009744186
245,-0.005706095813736045,-1.3887044274495826,-2.7478299433369373
246,-0.0001846343812212936,-1.3095344035363277,-2.865268683528335
247,-0.0015962392654587099,-1.2531600102598697,-2.924239686854361
248,0.003032625548220036,-1.206311242338844,-2.8847790708430563
249,0.0029961820297947916,-1.19722464213228,-2.8538760695579564
250,0.003449671688998013,-1.139987980221139,-2.805535854760105
251,0.0018580660152665018,-1.13737107726991,-2.748647083183243
252,0.0032782525645984606,-1.192622953533896,-2.6927916773279175
253,0.0013791661926010335,-1.1544265288104403,-2.6694034901085923
254,0.0010252283050888877,-1.1409539612258777,-2.6244707459901586
255,-0.0030036139860332156,-1.0947334884037416,-2.5777656637886293
256,-0.0022008178562029634,-1.0722964404168334,-2.5613160529915833
257,-0.0007463411945920484,-1.072618806528273,-2.5257578880709124
258,-0.0021261278814903584,-1.0864205147401544,-2.5171933831776525
259,-7.632474458629801e-05,-1.0940554227114418,-2.2968039201007304
260,0.0001039029592115881,-1.0905724633287646,-2.5842976153849087
261,-0.001994894491066823,-1.0806918280231637,-2.5562787550041017
262,0.0011066096622593946,-1.0859925883475094,-2.5277927431209184
263,0.005794492311105515,-1.0920003417900732,-2.5209519263514606
264,0.00044225174774892295,-1.115090489363134,-2.4725326266181065
265,0.005552938882658953,-1.0758149130644012,-2.409183595659414
266,0.007543646270277371,-1.070842358503958,-2.38185723069867
267,0.007712255292362524,-1.089649999393799,-2.369183021781248
268,0.002665028488475496,-1.1097709393364372,-2.3365794397089896
269,0.0045475802623071715,-1.136751419684967,-2.3715600233380583
270,0.0038075555419680995,-1.1548677688691953,-2.3792154074279876
271,0.002295907053118107,-1.199500744212556,-2.3689206943067793
272,0.001689910716924814,-1.1893341605873928,-2.362565161894519
273,0.005227482905750591,-1.2006830580994805,-2.362743033341344
274,0.0013247731978593968,-1.199008722145892,-2.36001872872762
275,0.0023674083819993363,-1.1940429504002914,-2.364499679211403
276,0.005683290630738913,-1.2012929209771763,-2.3826470395401578
277,0.002958390082294038,-1.194847743110508,-2.3581416235492436
278,0.0017419142762271633,-1.1972356452251698,-2.371645521969905
279,0.005016678649933937,-1.1939274134716809,-2.386514204515152
280,-0.0017309553502244945,-1.189468575448946,-2.390113767953265
281,0.00586962083139797,-1.1812193070767143,-2.3869597060568633
282,0.006326547221394918,-1.1711235062794851,-2.3880114344173546
